heavy fin	0	jail
heavy fin	0	pl
jail	0	pl
mahathir	0	umno
lee ban	0	electronic cigarett
lee ban	0	cigarett
lee ban	0	lung failures lung
lee ban	0	pneumonia
lee ban	0	Us
electronic cigarett	0	cigarett
electronic cigarett	0	lung failures lung
electronic cigarett	0	pneumonia
electronic cigarett	0	Us
cigarett	0	lung failures lung
cigarett	0	pneumonia
cigarett	0	Us
lung failures lung	0	pneumonia
lung failures lung	0	Us
pneumonia	0	Us
singaporean	0	australia
singaporean	0	our singapore govern
singaporean	0	tot
singaporean	0	singaporeans &
singaporean	0	miw
singaporean	0	singapor
singaporean	0	valentin
singaporean	0	PM
singaporean	0	pm lee
singaporean	0	the great team singapor
singaporean	0	abolish
singaporean	0	prime
singaporean	0	singaporean
singaporean	0	citizen
singaporean	0	SG
singaporean	0	chinapura
singaporean	0	covid-19
singaporean	0	china
singaporean	0	hahaha
singapor	0	solari
singapor	0	changi airport
singapor	0	f&b
singapor	0	singapor
singapor	0	wuhan
singapor	0	sco
singapor	0	pm lee
singapor	0	bin
singapor	0	chines
singapor	0	fuzhou
singapor	0	china
singapor	0	popular
singapor	0	hopefully chang
singapor	0	2nd
singapor	0	don
singapor	0	the great team singapor
singapor	0	the best caring lead
singapor	0	kiasi
singapor	0	malaysia
singapor	0	lee
singapor	0	lki
singapor	0	nonsens
singapor	0	scott morrison
singapor	0	cnn
singapor	0	philippin
singapor	0	ofw
singapor	0	department of foreign
singapor	0	philippine embassi
singapor	0	citizen
singapor	0	SG
solari	0	changi airport
changi airport	0	changi airport
changi airport	0	popular
changi airport	0	hopefully chang
f&b	0	breadtalk
crisi	0	the front line to face the worse that
wuhan	0	wuhan
wuhan	0	china
wuhan	0	2nd
wuhan	0	don
wuhan	0	lee pleas
wuhan	0	lee
xi jin p	0	chines
chines	0	china
chines	0	philippin
chines	0	prc
chines	0	cambodia africa
chines	0	pakistan sri lanka
chines	0	fuzhou
chines	0	chines
lei	0	jewel
lei	0	a&w
jewel	0	a&w
n everyone in the hospitals who are working so hard	0	salute / respect to al
n everyone in the hospitals who are working so hard	0	hospit
salute / respect to al	0	hospit
hospit	0	healthcar
hospit	0	& nurs
hospit	0	cleaner
hospit	0	technicians &
malaysia	0	yakuza mafia
malaysia	0	usa
malaysia	0	kiasi
malaysia	0	lki
malaysia	0	malaysia
malaysia	0	bali
china	0	philippin
china	0	prc
china	0	cambodia africa
china	0	pakistan sri lanka
china	0	Xi
china	0	china
china	0	SG
china	0	fact
china	0	US
china	0	gov
china	0	icu
china	0	chinapura
china	0	covid-19
china	0	disgust
china	0	the wuhan virus cr
china	0	the chinese themselv
china	0	americian
philippin	0	prc
philippin	0	cambodia africa
philippin	0	pakistan sri lanka
philippin	0	cnn
philippin	0	ofw
philippin	0	department of foreign
philippin	0	philippine embassi
prc	0	cambodia africa
prc	0	pakistan sri lanka
prc	0	SG
prc	0	fact
cambodia africa	0	pakistan sri lanka
sco	0	pm lee
pm lee	0	the great team singapor
pm lee	0	ntucgiantmustafa
singaporeans &	0	miw
raihan d'enigma	0	recruitfirst
recruitfirst	0	recruitfirst
search	0	toilet
search	0	pm lee lost
search	0	coronaviru
toilet	0	pm lee lost
toilet	0	coronaviru
pm lee lost	0	coronaviru
better	0	mee
normal cold	0	flu
normal cold	0	great speech
normal cold	0	social pan
flu	0	great speech
flu	0	social pan
great speech	0	social pan
weekli	0	BB
popular	0	hopefully chang
2nd	0	don
rip	0	UK
anwar	0	anwar
indonesia	0	lol
plaza singgrand hyatt	0	ngee ann c
plaza singgrand hyatt	0	rip orchardfin
ngee ann c	0	rip orchardfin
kiasi	0	kiasu
kiasi	0	trend
kiasu	0	trend
sgx	0	sgx
lee	0	grab
lee	0	gov
lee	0	x4
abolish	0	prime
toilet pap	0	toilet pap
SG	0	fact
SG	0	pragmat
SG	0	citizen
fact	0	fact
grab	0	gov
grab	0	x4
gov	0	x4
gov	0	icu
pm lhl	0	Sg
japanes	0	japanes
psvr	0	occulu
ho ch	0	chaitri hapugal
cnn	0	ofw
cnn	0	department of foreign
cnn	0	philippine embassi
ofw	0	department of foreign
ofw	0	philippine embassi
department of foreign	0	philippine embassi
dap	0	malaysian
healthcar	0	& nurs
healthcar	0	cleaner
healthcar	0	technicians &
& nurs	0	cleaner
& nurs	0	technicians &
cleaner	0	technicians &
breadtalk	0	breadtalk
kristoffer chandra	0	indo/u
netflix	0	maggi
anu prabhaa	0	kavin
